Name,SMILES,PAPER,extra-info,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Molecule_IDs
2BT12CzINN,N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccc4c5ccccc5sc4c32)nc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccc3c4ccccc4sc3c21,Lee_等_-_2023_-_Suppression_of_Dexter_Energy_Transf,10 wt % TADF-Doped OLED,,,,,,,,,,,,,,,,TADF-M-01063
4CzTPN,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)=C(C#N)C(N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)=C1N%11C%12=C(C%13=C%11C=CC=C%13)C=CC=C%12,Lee_等_-_2023_-_Suppression_of_Dexter_Energy_Transf,10 wt % TADF-Doped OLED,,,,,,,,,,,,,,,,TADF-M-00482
4CzTPN:DBP,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)=C(C#N)C(N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)=C1N%11C%12=C(C%13=C%11C=CC=C%13)C=CC=C%12.C%14%15=C%16C%17=C(C%18=C(C%17=CC=C%16C%19=CC=C%20C%21=C(C=CC%15=C%19%21)C%22=C%20C(C%23=CC=CC=C%23)=C%24C=CC=CC%24=C%22C%25=CC=CC=C%25)C(C%26=CC=CC=C%26)=C%27C=CC=CC%27=C%18C%28=CC=CC=C%28)C=C%14,Lee_等_-_2023_-_Suppression_of_Dexter_Energy_Transf,10 wt % TADF:0.5 wt% DBP Codoped HF OLED,,,,,,,,,,,,,,,,TADF-M-00482\TADF-M-00348
2BT34CzINN:DBP,N#Cc1c(n(c2c3cccc2)c4c3c(sc5c6cccc5)c6cc4)c(n(c7c8cccc7)c9c8cccc9)nc(n(c%10c%11cccc%10)c%12c%11c(sc%13c%14cccc%13)c%14cc%12)c1n(c%15c%16cccc%15)c%17c%16cccc%17.C%18%19=C%20C%21=C(C%22=C(C%21=CC=C%20C%23=CC=C%24C%25=C(C=CC%19=C%23%25)C%26=C%24C(C%27=CC=CC=C%27)=C%28C=CC=CC%28=C%26C%29=CC=CC=C%29)C(C%30=CC=CC=C%30)=C%31C=CC=CC%31=C%22C%32=CC=CC=C%32)C=C%18,Lee_等_-_2023_-_Suppression_of_Dexter_Energy_Transf,10 wt % TADF:0.5 wt% DBP Codoped HF OLED,,,,,,,,,,,,,,,,TADF-M-01061\TADF-M-00348
4BT34CzINN:DBP,N#Cc1c(n(c2c3cccc2)c4c3c(sc5c6cccc5)c6cc4)c(n(c7c8cccc7)c9c8c(sc%10c%11cccc%10)c%11cc9)nc(n(c%12c%13cccc%12)c%14c%13c(sc%15c%16cccc%15)c%16cc%14)c1n(c%17c%18cccc%17)c%19c%18c(sc%20c%21cccc%20)c%21cc%19.C%22%23=C%24C%25=C(C%26=C(C%25=CC=C%24C%27=CC=C%28C%29=C(C=CC%23=C%27%29)C%30=C%28C(C%31=CC=CC=C%31)=C%32C=CC=CC%32=C%30C%33=CC=CC=C%33)C(C%34=CC=CC=C%34)=C%35C=CC=CC%35=C%26C%36=CC=CC=C%36)C=C%22,Lee_等_-_2023_-_Suppression_of_Dexter_Energy_Transf,10 wt % TADF:0.5 wt% DBP Codoped HF OLED,,,,,,,,,,,,,,,,TADF-M-01062\TADF-M-00348
2BT12CzINN:DBP,N#Cc1c(n(c2c3cccc2)c4c3ccc5c4sc6c5cccc6)c(n(c7c8cccc7)c9c8cccc9)nc(n(c%10c%11cccc%10)c%12c%11ccc%13c%12sc%14c%13cccc%14)c1n(c%15c%16cccc%15)c%17c%16cccc%17.C%18%19=C%20C%21=C(C%22=C(C%21=CC=C%20C%23=CC=C%24C%25=C(C=CC%19=C%23%25)C%26=C%24C(C%27=CC=CC=C%27)=C%28C=CC=CC%28=C%26C%29=CC=CC=C%29)C(C%30=CC=CC=C%30)=C%31C=CC=CC%31=C%22C%32=CC=CC=C%32)C=C%18,Lee_等_-_2023_-_Suppression_of_Dexter_Energy_Transf,10 wt % TADF:0.5 wt% DBP Codoped HF OLED,,,,,,,,,,,,,,,,TADF-M-01063\TADF-M-00348
2-PXZ-Nap,c12c(Oc3c(N2c4ccc(cccc5)c5c4)cccc3)cccc1,Lee_等_-_2024_-_Evaluation_of_acenes_as_potential_a,,,,,,,,,,,,,,,,,TADF-M-01064
1-PXZ-Nap,c12c(Oc3c(N2c(ccc4)c5c4cccc5)cccc3)cccc1,Lee_等_-_2024_-_Evaluation_of_acenes_as_potential_a,,,,,,,,,,,,,,,,,TADF-M-01065
"1,4-PXZ-Nap-PXZ",c1ccc2c(c1)Oc1ccccc1N2c1ccc(N2c3ccccc3Oc3ccccc32)c2ccccc12,Lee_等_-_2024_-_Evaluation_of_acenes_as_potential_a,,,,,,,,,,,,,,,,,TADF-M-01066
NyDPO,C12=C(N(C3=C(O2)C=CC=C3)C4=CC=C(C=C4)C5=NC6=C(N=C(C=C6)C7=CC=C(C=C7)N8C9=C(OC%10=C8C=CC=C%10)C=CC=C9)C=C5)C=CC=C1,Lee和Hong_-_2020_-_High-efficiency_thermally_activa,,,,,,,,,,,,,,,,,TADF-M-01067
NyDPt,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc3nc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)ccc3n2)cc1,Lee和Hong_-_2020_-_High-efficiency_thermally_activa,,,,,,,,,,,,,,,,,TADF-M-01068
MR,C12=C(C=CC=C2)N(C3=CC=CC=C3)C4=C5B1C6=C(N(C5=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C4)C9=CC=CC=C9)C=CC=C6,Lee和Hong_-_2022_-_Multiple_resonance_thermally_act,,,,,,,,,,,,,,,,,TADF-M-01069
Cl-MR,ClC(C=C1)=CC=C1N(C2=CC(N(C3=CC=C(Cl)C=C3)C4=CC=C(Cl)C=C4)=C5)C6=C(C=C(Cl)C=C6)B(C2=C5N7C8=CC=C(Cl)C=C8)C9=C7C=CC(Cl)=C9,Lee和Hong_-_2022_-_Multiple_resonance_thermally_act,,,,,,,,,,,,,,,,,TADF-M-01070
Br-MR,BrC(C=C1)=CC=C1N(C2=CC(N(C3=CC=C(Br)C=C3)C4=CC=C(Br)C=C4)=C5)C6=C(C=C(Br)C=C6)B(C2=C5N7C8=CC=C(Br)C=C8)C9=C7C=CC(Br)=C9,Lee和Hong_-_2022_-_Multiple_resonance_thermally_act,,,,,,,,,,,,,,,,,TADF-M-01071
DMOC-DPS,COc1cc(c2c(C3c4ccc(S(=O)(c5ccc(C6c7c(c8c6ccc(OC)c8)cc(OC)cc7)cc5)=O)cc4)ccc(OC)c2)c3cc1,Lee和Kim_-_2016_-_High-efficiency_diphenylsulfon_de,,,,,,,,,,,,,,,,,TADF-M-01072
TMC-DPS,Cc1cc(c2c(C3c4ccc(S(=O)(c5ccc(C6c7c(c8c6c(C)cc(C)c8)cc(C)cc7C)cc5)=O)cc4)c(C)cc(C)c2)c3c(C)c1,Lee和Kim_-_2016_-_High-efficiency_diphenylsulfon_de,,,,,,,,,,,,,,,,,TADF-M-01073
DMAC-TRZ,CC1(C)c2ccccc2N(c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccccc21,Lee和Kim_-_2017_-_Theoretical_study_of_triazine-bas,,,,,,,,,,,,,,,,,TADF-M-00100
PCD-TRZ,CC1(C)c2cc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)ccc2N(c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)cc21,Lee和Kim_-_2017_-_Theoretical_study_of_triazine-bas,,,,,,,,,,,,,,,,,TADF-M-01074
PCCD-TRZ,CC1(C)C2=CC(N(C3=C4C=C(C=C3)N5C6=C(C7=C5C=CC(C8=CC=CC=C8)=C7)C=C(C=C6)C9=CC=CC=C9)C%10=C4C=C(C=C%10)N%11C%12=C(C%13=C%11C=CC(C%14=CC=CC=C%14)=C%13)C=C(C=C%12)C%15=CC=CC=C%15)=CC=C2N(C%16=CC=C(C%17=NC(C%18=CC=CC=C%18)=NC(C%19=CC=CC=C%19)=N%17)C=C%16)C%20=C1C=C(N(C%21=C%22C=C(C=C%21)N%23C%24=C(C%25=C%23C=CC(C%26=CC=CC=C%26)=C%25)C=C(C=C%24)C%27=CC=CC=C%27)C%28=C%22C=C(C=C%28)N%29C%30=C(C%31=C%29C=CC(C%32=CC=CC=C%32)=C%31)C=C(C=C%30)C%33=CC=CC=C%33)C=C%20,Lee和Kim_-_2017_-_Theoretical_study_of_triazine-bas,,,,,,,,,,,,,,,,,TADF-M-01075
pCzB-2CN,N#Cc1cc(C#N)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,Lee和Lee_-_2015_-_Systematic_Control_of_Photophysic,,,,,,,,,,,,,,,,,TADF-M-01076
mCzB-2CN,N#Cc1cc(c2cc(n(c3c4cccc3)c5c4cccc5)ccc2)cc(C#N)c1,Lee和Lee_-_2015_-_Systematic_Control_of_Photophysic,,,,,,,,,,,,,,,,,TADF-M-01077
oCzB-2CN,N#Cc1cc(C#N)cc(-c2ccccc2N2c3ccccc3C3=CCC=CC32)c1,Lee和Lee_-_2015_-_Systematic_Control_of_Photophysic,,,,,,,,,,,,,,,,,TADF-M-01078
TRTZ,c1(ccccc12)n(c3ccc(c4nc(c5ccccc5)nc(c6ccccc6)n4)cc3)c7c2cccc7,Liang_等_-_2018_-_A_blue_thermally_activated_delaye,,,,,,,,,,,,,,,,,TADF-M-00493
SFCC,c1(c2cc(c3ccccc3C45c6c(c7ccccc74)cccc6)c5cc2)cc8c(cccc9)c9n(c%10ccc(c%11nc(c%12ccccc%12)nc(c%13ccccc%13)n%11)cc%10)c8cc1,Liang_等_-_2018_-_A_blue_thermally_activated_delaye,,,,,,,,,,,,,,,,,TADF-M-01079
DTF-PCZ,FC(F)(F)c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C(F)(F)F)c1,Liang_等_-_2018_-_Versatile_functionalization_of_tr,,,,,,,,,,,,,,,,,TADF-M-01080
NTN-PCZ,FC(F)(F)c1ncc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cn1,Liang_等_-_2018_-_Versatile_functionalization_of_tr,,,,,,,,,,,,,,,,,TADF-M-01081
TN3T-PCZ,FC(F)(F)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(C(F)(F)F)n1,Liang_等_-_2018_-_Versatile_functionalization_of_tr,,,,,,,,,,,,,,,,,TADF-M-01082
TN4T-PCZ,FC(F)(F)c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(C(F)(F)F)n1,Liang_等_-_2018_-_Versatile_functionalization_of_tr,,,,,,,,,,,,,,,,,TADF-M-01083
TCN-TPA,N#CC(C=C1)=NC2=C1C(N=C(C=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C(C#N)=C6)C6=N7)=C7C8=C2N=C(C#N)C=C8,Liang_等_-_2023_-_Highly_efficient_near-infrared_th,,,,,,,,,,,,,,,,,TADF-M-01084
ACBM,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)N2c3ccccc3C(C)(C)c3ccccc32)c(C)c1,Lien_等_-_2017_-_First_N-Borylated_Emitters_Display,,,,,,,,,,,,,,,,,TADF-M-01085
PACBM,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)c(C)c1,Lien_等_-_2017_-_First_N-Borylated_Emitters_Display,,,,,,,,,,,,,,,,,TADF-M-01086
SACBM,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)N2c3ccccc3C3(c4ccccc4-c4ccccc43)c3ccccc32)c(C)c1,Lien_等_-_2017_-_First_N-Borylated_Emitters_Display,,,,,,,,,,,,,,,,,TADF-M-01087
TrMe@Trz-cage,Cn1c2c(c(cccc3)c3n4C)c4c(c(cccc5)c5n6C)c6c2c7c1cccc7.C8(OC9=CC=C(O%10)C=C9)=CC=C(C%11=NC(C%12=CC=C(OC%13=CC=C(OC%14=CC=C(C%15=NC(C%16=CC=C%17C=C%16)=NC(C%18=CC=C%10C=C%18)=N%15)C=C%14)C=C%13)C=C%12)=NC(C%19=CC=C(OC%20=CC=C(O%17)C=C%20)C=C%19)=N%11)C=C8,Lin_等_-_2024_-_Entropy-driven_charge-transfer_comp,,,,,,,,,,,,,,,,,TADF-M-01088\TADF-M-01089
mCP:TrMe@Trz-cage (7:3 by weight),Cn1c2c(c(cccc3)c3n4C)c4c(c(cccc5)c5n6C)c6c2c7c1cccc7.C8(OC9=CC=C(O%10)C=C9)=CC=C(C%11=NC(C%12=CC=C(OC%13=CC=C(OC%14=CC=C(C%15=NC(C%16=CC=C%17C=C%16)=NC(C%18=CC=C%10C=C%18)=N%15)C=C%14)C=C%13)C=C%12)=NC(C%19=CC=C(OC%20=CC=C(O%17)C=C%20)C=C%19)=N%11)C=C8.C%21(N%22C%23=C(C=CC=C%23)C%24=C%22C=CC=C%24)=CC=CC(N%25C%26=C(C=CC=C%26)C%27=C%25C=CC=C%27)=C%21,Lin_等_-_2024_-_Entropy-driven_charge-transfer_comp,mCP:TrMe@Trz-cage (7:3 by weight)-doped film,,,,,,,,,,,,,,,,TADF-M-01088\TADF-M-01089\TADF-M-00327
DPAC-TRZ,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cc3)n2)cc1,Liu_等_-_2018_-_high_fluorescence_rate_is_key_for_s,,,,,,,,,,,,,,,,,TADF-M-00214
DCz-TRZ,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c4ccc4c6ccccc6n(-c6ccccc6)c45)cc3)n2)cc1,Liu_等_-_2018_-_high_fluorescence_rate_is_key_for_s,,,,,,,,,,,,,,,,,TADF-M-01090
tBu3Cz-TRZ,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,Liu_等_-_2018_-_high_fluorescence_rate_is_key_for_s,,,,,,,,,,,,,,,,,TADF-M-01091
BCz-TRZ,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)ccc54)cc3)n2)cc1,Liu_等_-_2018_-_high_fluorescence_rate_is_key_for_s,,,,,,,,,,,,,,,,,TADF-M-00212
TCz-TRZ,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7c(c6)c6cc(-c8ccc9c(c8)c8ccccc8n9-c8ccccc8)ccc6n7-c6ccccc6)ccc54)cc3)n2)cc1,Liu_等_-_2018_-_high_fluorescence_rate_is_key_for_s,,,,,,,,,,,,,,,,,TADF-M-01092
5CzBN-O-Cz,N#CC1=C(N2C3=C(C=CC=C3)C4=C2C=CC(OCCN5C6=C(C=CC=C6)C7=C5C=CC=C7)=C4)C(N8C9=C(C=CC=C9)C%10=C8C=CC(OCCN%11C%12=C(C=CC=C%12)C%13=C%11C=CC=C%13)=C%10)=C(N%14C%15=C(C=CC=C%15)C%16=C%14C=CC(OCCN%17C%18=C(C=CC=C%18)C%19=C%17C=CC=C%19)=C%16)C(N%20C%21=C(C=C(OCCN%22C%23=C(C=CC=C%23)C%24=C%22C=CC=C%24)C=C%21)C%25=C%20C=CC=C%25)=C1N%26C%27=C(C=C(OCCN%28C%29=C(C=CC=C%29)C%30=C%28C=CC=C%30)C=C%27)C%31=C%26C=CC=C%31,Liu_等_-_2019_-_Achieving_20%_External_Quantum_Effi,,,,,,,,,,,,,,,,,TADF-M-01093
5CzBN-O-2Cz,N#CC1=C(N2C3=C(C=C(OCCN4C5=C(C=CC=C5)C6=C4C=CC=C6)C=C3)C7=C2C=CC(OCCN8C9=C(C=CC=C9)C%10=C8C=CC=C%10)=C7)C(N%11C%12=C(C=C(OCCN%13C%14=C(C=CC=C%14)C%15=C%13C=CC=C%15)C=C%12)C%16=C%11C=CC(OCCN%17C%18=C(C=CC=C%18)C%19=C%17C=CC=C%19)=C%16)=C(N%20C%21=C(C=C(OCCN%22C%23=C(C=CC=C%23)C%24=C%22C=CC=C%24)C=C%21)C%25=C%20C=CC(OCCN%26C%27=C(C=CC=C%27)C%28=C%26C=CC=C%28)=C%25)C(N%29C%30=C(C=C(OCCN%31C%32=C(C=CC=C%32)C%33=C%31C=CC=C%33)C=C%30)C%34=C%29C=CC(OCCN%35C%36=C(C=CC=C%36)C%37=C%35C=CC=C%37)=C%34)=C1N%38C%39=C(C=C(OCCN%40C%41=C(C=CC=C%41)C%42=C%40C=CC=C%42)C=C%39)C%43=C%38C=CC(OCCN%44C%45=C(C=CC=C%45)C%46=C%44C=CC=C%46)=C%43,Liu_等_-_2019_-_Achieving_20%_External_Quantum_Effi,,,,,,,,,,,,,,,,,TADF-M-01094
5CzBN-Cz,N#CC1=C(N2C3=C(C=CC=C3)C4=C2C=CC(CCCN5C6=C(C=CC=C6)C7=C5C=CC=C7)=C4)C(N8C9=C(C=CC=C9)C%10=C8C=CC(CCCN%11C%12=C(C=CC=C%12)C%13=C%11C=CC=C%13)=C%10)=C(N%14C%15=C(C=CC=C%15)C%16=C%14C=CC(CCCN%17C%18=C(C=CC=C%18)C%19=C%17C=CC=C%19)=C%16)C(N%20C%21=C(C=C(CCCN%22C%23=C(C=CC=C%23)C%24=C%22C=CC=C%24)C=C%21)C%25=C%20C=CC=C%25)=C1N%26C%27=C(C=C(CCCN%28C%29=C(C=CC=C%29)C%30=C%28C=CC=C%30)C=C%27)C%31=C%26C=CC=C%31,Liu_等_-_2019_-_Achieving_20%_External_Quantum_Effi,,,,,,,,,,,,,,,,,TADF-M-01095
5CzBN-2Cz,N#CC1=C(N2C3=C(C=C(CCCN4C5=C(C=CC=C5)C6=C4C=CC=C6)C=C3)C7=C2C=CC(CCCN8C9=C(C=CC=C9)C%10=C8C=CC=C%10)=C7)C(N%11C%12=C(C=C(CCCN%13C%14=C(C=CC=C%14)C%15=C%13C=CC=C%15)C=C%12)C%16=C%11C=CC(CCCN%17C%18=C(C=CC=C%18)C%19=C%17C=CC=C%19)=C%16)=C(N%20C%21=C(C=C(CCCN%22C%23=C(C=CC=C%23)C%24=C%22C=CC=C%24)C=C%21)C%25=C%20C=CC(CCCN%26C%27=C(C=CC=C%27)C%28=C%26C=CC=C%28)=C%25)C(N%29C%30=C(C=C(CCCN%31C%32=C(C=CC=C%32)C%33=C%31C=CC=C%33)C=C%30)C%34=C%29C=CC(CCCN%35C%36=C(C=CC=C%36)C%37=C%35C=CC=C%37)=C%34)=C1N%38C%39=C(C=C(CCCN%40C%41=C(C=CC=C%41)C%42=C%40C=CC=C%42)C=C%39)C%43=C%38C=CC(CCCN%44C%45=C(C=CC=C%45)C%46=C%44C=CC=C%46)=C%43,Liu_等_-_2019_-_Achieving_20%_External_Quantum_Effi,,,,,,,,,,,,,,,,,TADF-M-01096
TB-1PXZ2CN,Cc1c(B(c2c(C)c(C)c(N3c4c(Oc5c3cccc5)cccc4)c(C)c2C)c6c(C)c(C)c(C#N)c(C)c6C)c(C)c(C)c(C#N)c1C,Liu_等_-_2019_-_Boosting_photoluminescence_quantum,,,,,,,,,,,,,,,,,TADF-M-01097
TB-2PXZ1CN,Cc1c(B(c2c(C)c(C)c(N3c4c(Oc5c3cccc5)cccc4)c(C)c2C)c6c(C)c(C)c(N7c8c(Oc9c7cccc9)cccc8)c(C)c6C)c(C)c(C)c(C#N)c1C,Liu_等_-_2019_-_Boosting_photoluminescence_quantum,,,,,,,,,,,,,,,,,TADF-M-01098
TCzPZCN,CC(C)(c1cc2c(cc(C(C)(C)C)cc3)c3n(c4cc(c5c(C#N)nccn5)ccc4)c2cc1)C,Liu_等_-_2019_-_Pyrazine-Based_Blue_Thermally_Activ,,,,,,,,,,,,,,,,,TADF-M-01099
2TCzPZCN,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-c2nccnc2C#N)c1,Liu_等_-_2019_-_Pyrazine-Based_Blue_Thermally_Activ,,,,,,,,,,,,,,,,,TADF-M-00078
PPT,O=P(c1ccccc1)(c1ccccc1)c1ccc2sc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3c2c1,Liu_等_-_2019_-_Pyrazine-Based_Blue_Thermally_Activ,,,,,,,,,,,,,,,,,TADF-M-00101
TRZ,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,Liu_等_-_2019_-_Pyrazine-Based_Blue_Thermally_Activ,,,,,,,,,,,,,,,,,TADF-M-01100
PY,COc1ccc(C2=CC(c3ccc(OC)cc3)=C4C=CC5=C6C4=C2C=CC6=C(c7ccc(OC)cc7)C=C5c8ccc(OC)cc8)cc1,Liu_等_-_2019_-_Spatial_separation_of_a_TADF_sensit,,,,,,,,,,,,,,,,,TADF-M-01101
PY-Cz,c1(c2c3cccc2)c(N3CCOc4ccc(C5=CC(c6ccc(OCCn(c7c8cccc7)c9c8cccc9)cc6)=C%10C=CC%11=C%12C%10=C5C=CC%12=C(c%13ccc(OCCn(c%14c%15cccc%14)c%16c%15cccc%16)cc%13)C=C%11c%17ccc(OCCn(c%18c%19cccc%18)c%20c%19cccc%20)cc%17)cc4)cccc1,Liu_等_-_2019_-_Spatial_separation_of_a_TADF_sensit,,,,,,,,,,,,,,,,,TADF-M-01102
3CzBN,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,Liu_等_-_2019_-_Spatial_separation_of_a_TADF_sensit,,,,,,,,,,,,,,,,,TADF-M-00252
3CzBN-Cz,N#CC1=C(N2C3=C(C4=C2C=CC(CCN5C6=C(C7=C5C=CC=C7)C=CC=C6)=C4)C=CC=C3)C=C(N8C9=C(C%10=C8C=CC(CCN%11C%12=C(C%13=C%11C=CC=C%13)C=CC=C%12)=C%10)C=CC=C9)C=C1N%14C%15=C(C%16=C%14C=CC(CCN%17C%18=C(C%19=C%17C=CC=C%19)C=CC=C%18)=C%16)C=CC=C%15,Liu_等_-_2019_-_Spatial_separation_of_a_TADF_sensit,,,,,,,,,,,,,,,,,TADF-M-01103
3CzBN:PY,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9.COc%11ccc(C%12=CC(c%13ccc(OC)cc%13)=C%14C=CC%15=C%16C%14=C%12C=CC%16=C(C=C%15c%17ccc(OC)cc%17)c%18ccc(OC)cc%18)cc%11,Liu_等_-_2019_-_Spatial_separation_of_a_TADF_sensit,,,,,,,,,,,,,,,,,TADF-M-00252\TADF-M-01101
3CzBN-Cz:PY-Cz,N#CC1=C(N2C3=C(C4=C2C=CC(CCN5C6=C(C7=C5C=CC=C7)C=CC=C6)=C4)C=CC=C3)C=C(N8C9=C(C%10=C8C=CC(CCN%11C%12=C(C%13=C%11C=CC=C%13)C=CC=C%12)=C%10)C=CC=C9)C=C1N%14C%15=C(C%16=C%14C=CC(CCN%17C%18=C(C%19=C%17C=CC=C%19)C=CC=C%18)=C%16)C=CC=C%15.c%20%21ccccc%20N(CCOc%22ccc(C%23=CC(c%24ccc(OCCn%25c%26ccccc%26c%27ccccc%25%27)cc%24)=C%28C=CC%29=C%30C%28=C%23C=CC%30=C(C=C%29c%31ccc(OCCn%32c%33ccccc%33c%34ccccc%32%34)cc%31)c%35ccc(OCCn%36c%37ccccc%37c%38ccccc%36%38)cc%35)cc%22)c%39ccccc%21%39,Liu_等_-_2019_-_Spatial_separation_of_a_TADF_sensit,,,,,,,,,,,,,,,,,TADF-M-01103\TADF-M-01102
BOPAC-TRZ,CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3ccccc3N(c3ccc(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)cc3)c3ccccc32)cc1,Liu_等_-_2019_-_Teaching_an_Old_Poly(arylene_ether),,,,,,,,,,,,,,,,,TADF-M-01104
P(BOPACTRZ-B),CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3ccccc3N(c3ccc(-c4nc(-c5ccc(C)cc5)nc(-c5ccc(Oc6ccc(OC)cc6)cc5)n4)cc3)c3ccccc32)cc1,Liu_等_-_2019_-_Teaching_an_Old_Poly(arylene_ether),,,,,,,,,,,,,,,,,TADF-M-01105
P(BOPACTRZ-BPA),CC(C)(CC1=CC=C(C=C1)OC2=CC=C(C=C2)C3=NC(C4=CC=C(C=C4)N5C6=C(C(C7=CC=C(C=C7)C)(C8=CC=C(C=C8)C)C9=C5C=CC=C9)C=CC=C6)=NC(C%10=CC=CC=C%10)=N3)C(C=C%11)=CC=C%11OC(C=C%12)=CC=C%12C%13=NC(C%14=CC=CC=C%14)=NC(C%15=CC=C(N%16C%17=C(C(C%18=CC=C(C=C%18)C)(C%19=CC=C(C=C%19)C)C%20=C%16C=CC=C%20)C=CC=C%17)C=C%15)=N%13,Liu_等_-_2019_-_Teaching_an_Old_Poly(arylene_ether),,,,,,,,,,,,,,,,,TADF-M-01106
TAT-BP,O=C(c1ccccc1)c2ccc(n3c4c(c5c3cccc5)c6n(c7ccccc7)c(cccc8)c8c6c(c94)n(c%10ccccc%10)c%11c9cccc%11)cc2,Liu_等_-_2019_-_Triazatruxene-based_thermally_activ,,,,,,,,,,,,,,,,,TADF-M-00753
TAT-2BP,O=C(c1ccccc1)c1ccc(-n2c3ccccc3c3c4c(c5ccccc5n4-c4ccccc4)c4c(c5ccccc5n4-c4ccc(C(=O)c5ccccc5)cc4)c32)cc1,Liu_等_-_2019_-_Triazatruxene-based_thermally_activ,,,,,,,,,,,,,,,,,TADF-M-00754
TAT-DBPZ,CCCCCCn1c(c2c(n(CCCCCC)c3c2cccc3)c4c5n(c6cc7c(cc(n(c8c9cccc8)c%10c9c(c%11c(c%12%10)n(CCCCCC)c%13c%12cccc%13)n(CCCCCC)c%14c%11cccc%14)cc%15)c%15c(nc(cccc%16)c%16n%17)c%17c7cc6)c%18c4cccc%18)c5c%19c1cccc%19,Liu_等_-_2020_-_High-Performance_Solution-Processed,,,,,,,,,,,,,,,,,TADF-M-00788
TAT-FDBPZ,CCCCCCn1c(c2c(n(CCCCCC)c3c2cccc3)c4c5n(c6cc7c(cc(n(c8c9cccc8)c%10c9c(c%11c(c%12%10)n(CCCCCC)c%13c%12cccc%13)n(CCCCCC)c%14c%11cccc%14)cc%15)c%15c(nc(cc(F)c(F)c%16)c%16n%17)c%17c7cc6)c%18c4cccc%18)c5c%19c1cccc%19,Liu_等_-_2020_-_High-Performance_Solution-Processed,,,,,,,,,,,,,,,,,TADF-M-01107
