Name,SMILES,PAPER,extra-info,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Molecule_IDs
1a,c1(N2c3ccccc3c4ccccc24)cc(N5c6ccccc6c7ccccc57)ncn1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00000
1b,CC(C)(c1cc(c2c(N3c4nc(SC)nc(N5c6c(c7c5ccc(C(C)(C)C)c7)cc(C(C)(C)C)cc6)c4C)ccc(C(C)(C)C)c2)c3cc1)C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00001
2a,N#Cc1c(N2c3ccccc3c4ccccc24)ncnc1N5c6ccccc6c7ccccc57,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00002
2b,CC(C)(c1cc2c(N(c3c2cc(C(C)(C)C)cc3)c4ncnc(N5c6ccc(C(C)(C)C)cc6c7cc(C(C)(C)C)ccc57)c4C#N)cc1)C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00003
2c,N#Cc1c(N2c3ccc(OC)cc3c4cc(OC)ccc24)ncnc1N5c6ccc(OC)cc6c7cc(OC)ccc57,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00004
3,Cc1c2c(c3c(N2c4ccc(c5nc(c6ccccc6)cc(c7ccccc7)n5)cc4)cccc3)ccc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00005
4,Cc1nc(c2ccc(N3c4ccccc4c5ccccc35)cc2)cc(c6ccc(N7c8ccccc8c9ccccc79)cc6)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00006
5,CSc1nc(c2ccc(N3c4ccccc4c5ccccc35)cc2)cc(c6ccc(N7c8ccccc8c9ccccc79)cc6)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00007
6a,CCC1=CC=C(c2nc(c3ccc(N4c5ccccc5c6ccccc46)cc3)cc(c7ccc(N8c9ccccc9c%10ccccc8%10)cc7)n2)C=C1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00008
6b,CN(C1=CC=C(c2nc(c3ccc(N4c5ccccc5c6ccccc46)cc3)cc(c7ccc(N8c9ccccc9c%10ccccc8%10)cc7)n2)C=C1)C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00009
7a,N1(C(C=CC=C2)=C2C3=C1C=CC=C3)c4ccc(C5=CC(c6ccc(N7C(C=CC=C8)=C8C9=C7C=CC=C9)cc6)=NC=N5)cc4,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00010
7b,N1(C(C=CC(C(C2=CC=CC=C2)C3=CC=CC=C3)=C4)=C4C5=C1C=CC(C(C6=CC=CC=C6)C7=CC=CC=C7)=C5)c8ccc(C9=CC(c%10ccc(N%11C(C=CC(C(C%12=CC=CC=C%12)C%13=CC=CC=C%13)=C%14)=C%14C%15=C%11C=CC(C(C%16=CC=CC=C%16)C%17=CC=CC=C%17)=C%15)cc%10)=NC=N9)cc8,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00011
8,c1(C2C(C=CC=C3)=C3C4=C2C=CC=C4)cc(C5=CC(c6cc(C7C(C=CC=C8)=C8C9=C7C=CC=C9)cc(C%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)c6)=NC=N5)cc(C%13C(C=CC=C%14)=C%14C%15=C%13C=CC=C%15)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00012
9,c1(C2C(C=CC=C3)=C3C4=C2C=CC=C4)c(C5C(C=CC=C6)=C6C7=C5C=CC=C7)cc(C8=CC(c9cc(C%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)c(C%13C(C=CC=C%14)=C%14C%15=C%13C=CC=C%15)c(C%16C(C=CC=C%17)=C%17C%18=C%16C=CC=C%18)c9)=NC=N8)cc1C%19C(C=CC=C%20)=C%20C%21=C%19C=CC=C%21,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00013
10d,O=C(C=C)OCc1ccc(c2ccc(C3=NC(c4ccc(N5C(C=CC=C6)=C6C7=C5C=CC=C7)cc4)=CC(c8ccc(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)cc8)=N3)cc2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00014
10e,O=C(C=C)OCc1ccc(c2ccc(C3=NC(c4ccc(N5C(C=CC(C(C6=CC=C(C)C=C6)C7=CC=C(C)C=C7)=C8)=C8C9=C5C=CC(C(C%10=CC=C(C)C=C%10)C%11=CC=C(C)C=C%11)=C9)cc4)=CC(c%12ccc(N%13C(C=CC(N(C%14=CC=C(C)C=C%14)C%15=CC=C(C)C=C%15)=C%16)=C%16C%17=C%13C=CC(N(C%18=CC=C(C)C=C%18)C%19=CC=C(C)C=C%19)=C%17)cc%12)=N3)cc2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00015
13,c1(Oc2c3ccc4c2c5c(N4c6ccc(c7nc(c8ccccc8)nc(c9ccccc9)c7)cc6)cccc5)c3cccc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00016
14,c1(Sc2c3ccc4c2c5c(N4c6ccc(c7nc(c8ccccc8)nc(c9ccccc9)c7)cc6)cccc5)c3cccc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00017
15,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5cc(N(c6ccccc6)c6ccccc6)ccc54)cc3)nc(-c3ccccc3)n2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00018
16,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(N(c6ccccc6)c6ccccc6)ccc54)cc3)n2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00019
17,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5c6c7ccccc7n(-c7ccc(-c8cc(-c9ccccc9)nc(-c9ccccc9)n8)cc7)c6ccc54)cc3)nc(-c3ccccc3)n2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00020
18a,N#Cc1c(c2ccccc2)nc(c3ccc(N4c5c(c6c4cccc6)ccc7c5C(C=CC=C8)=C8N7C9=CC=CC=C9)cc3)nc1c%10ccccc%10,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00021
18b,N#Cc1c(c2ccccc2)nc(c3ccc(N4c5c(c6c4ccc(c7cc(c8c(N9c%10ccccc%10)cccc8)c9cc7)c6)cccc5)cc3)nc1c%11ccccc%11,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00022
19a,N#Cc1c(c2ccc(N3c4c(c5c3cccc5)ccc6c4C(C=CC=C7)=C7N6C8=CC=CC=C8)cc2)nc(c9ccccc9)nc1c%10ccccc%10,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00023
19b,N#Cc1c(c2ccc(N3c4c(c5c3ccc(c6cc(c7c(N8c9ccccc9)cccc7)c8cc6)c5)cccc4)cc2)nc(c%10ccccc%10)nc1c%11ccccc%11,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00024
20b,N#Cc1c(c2ccccc2N3c4c(c5c3ccc(c6cc(c7c(N8c9ccccc9)cccc7)c8cc6)c5)cccc4)nc(c%10ccccc%10)nc1c%11ccccc%11,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00025
21,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ncc(S(=O)(=O)c2cnc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)nc2)cn1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00026
10a,O=C(C=C)OCc1ccc(c2ccc(c3nc(c4ccc(N5C(C=CC=C6)=C6C(C)(C)C7=C5C=CC=C7)cc4)cc(c8ccc(N9C(C=CC=C%10)=C%10C(C)(C)C%11=C9C=CC=C%11)cc8)n3)cc2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00027
11a,CC1(C)C2=C(C=CC=C2)N(c3ccc(c4nc(c5ccc(c6ccc(COC(C=C)=O)cc6)cc5)nc(c7ccc(N8c9c(Oc%10c8cccc%10)cccc9)cc7)c4)cc3)C%11=C1C=CC=C%11,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00028
12a,CC1(C)C2=C(C=CC=C2)N(c3ccc(c4nc(c5ccc(c6ccc(COC(C=C)=O)cc6)cc5)nc(c7ccccc7)c4)cc3)C8=C1C=CC=C8,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00029
22a,CC(C)(c1c2cccc1)c3c(N2c4ccc(c5nc(c6ccccc6)cc(c7ccccc7)n5)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00030
22b,Cc1c(c2nc(c3ccc(N4c5c(C(C)(c6c4cccc6)C)cccc5)cc3)nc(c7ccccc7)c2)cccc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00031
23a,CC1(C)c2ccccc2N(c3ccc(c4nc(c5ccccc5)nc(c6ccccc6)c4)cc3)c7c1cccc7,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00032
23b,CC1(C)c2cc(N3C(C=CC=C4)=C4C5=C3C=CC=C5)ccc2N(c6ccc(c7nc(c8ccccc8)nc(c9ccccc9)c7)cc6)c%10c1cc(N%11C(C=CC=C%12)=C%12C%13=C%11C=CC=C%13)cc%10,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00033
23c,CC1(C)c2ccccc2N(c3ccc(c4nc(c5c(C)cccc5)nc(c6ccccc6)c4)cc3)c7c1cccc7,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00034
26a,CC(C)(c1c2cccc1)c3c(N2c4ccc(c5ncnc(c6ccc(N7c8c(C(C)(c9c7cccc9)C)cccc8)cc6)c5)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00035
26b,CC(C)(c1c2cccc1)c3c(N2c4ccc(c5nc(C6=CC=CC=C6)nc(c7ccc(N8c9c(C(C)(c%10c8cccc%10)C)cccc9)cc7)c5)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00036
26c,CC(C)(c1c2cccc1)c3c(N2c4ccc(c5nc(C)nc(c6ccc(N7c8c(C(C)(c9c7cccc9)C)cccc8)cc6)c5)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00037
26d,CC(C)(c1c2cccc1)c3c(N2c4ccc(c5ncnc(c6ccc(N7c8c(C(C)(c9c7cccc9)C)cccc8)cc6)c5C)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00038
26e,CC(C)(c1c2cccc1)c3c(N2c4cc(C)c(c5ncnc(c6c(C)cc(N7c8c(C(C)(c9c7cccc9)C)cccc8)cc6)c5)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00039
26f,CC(C)(c1c2cccc1)c3c(N2c4cc(C)c(c5ncnc(c6c(C)cc(N7c8c(C(C)(c9c7cccc9)C)cccc8)cc6)c5C)cc4)cccc3,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00040
27,CC1(C)c2ccccc2N(c2ccc(-c3cnc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)nc3)cc2)c2ccccc21,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00041
28,CSc1nc(N2c3ccccc3C(C)(C)c3ccccc32)c(C)c(N2c3ccccc3C(C)(C)c3ccccc32)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00042
29,CC1(C)c2ccccc2N(c2cc(-c3cc(-c4ccc(-c5ccccc5)cc4)nc(-c4ccccc4)n3)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00043
30, CC1(C)c2ccccc2N(c2ccc(-c3ncccn3)cc2)c2ccccc21,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00044
31a,Cc1cc(C2(c3c4ccc(C)c3)c5c(c6c2cccc6)cccc5)c(N4c7ccc(c8ncccn8)cc7)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00045
31b,Cc1cc(C2(c3c4ccc(C)c3)c5c(c6c2cccc6)cccc5)c(N4c7ccc(c8nc(C9=CC=CC=C9)cc(C%10=CC=CC=C%10)n8)cc7)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00046
32a,Cc1cc(C2(c3c4ccc(C)c3)c5c(Oc6c2cccc6)cccc5)c(N4c7ccc(c8ncccn8)cc7)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00047
32b,Cc1cc(C2(c3c4ccc(C)c3)c5c(Oc6c2cccc6)cccc5)c(N4c7ccc(c8nc(C9=CC=CC=C9)cc(C%10=CC=CC=C%10)n8)cc7)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00048
33a,Cc1cc(C2(c3c4ccc(C)c3)c5c(c6c2cc(C)cc6)ccc(C)c5)c(N4c7ccc(c8ncccn8)cc7)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00049
33b,Cc1cc(C2(c3c4ccc(C)c3)c5c(c6c2cc(C7(C[C@@H](C8)C9)C[C@H]8C[C@H]9C7)cc6)ccc(C%10%11C[C@@H](C[C@@H](C%11)C%12)C[C@@H]%12C%10)c5)c(N4c%13ccc(c%14ncccn%14)cc%13)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00050
33c,Cc1cc(C2(c3c4ccc(C)c3)c5c(c6c2cc(C7(C[C@@H](C8)C9)C[C@H]8C[C@H]9C7)cc6)ccc(C%10%11C[C@@H](C[C@@H](C%11)C%12)C[C@@H]%12C%10)c5)c(N4c%13ccc(c%14nc(C%15(C[C@@H](C%16)C%17)C[C@H]%16C[C@H]%17C%15)cc(C%18(C%19)C[C@@H]%20C[C@H]%19C[C@H](C%18)C%20)n%14)cc%13)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00051
34a,Cc1nc(c2ccc(N3c4c(C(c5ccccc5)(c6c3cccc6)c7ccccc7)cccc4)cc2)cc(c8ccc(N9c%10c(C(c%11ccccc%11)(c%12c9cccc%12)c%13ccccc%13)cccc%10)cc8)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00052
34b,C1(c2nc(c3ccc(N4c5c(C(c6ccccc6)(c7c4cccc7)c8ccccc8)cccc5)cc3)cc(c9ccc(N%10c%11c(C(c%12ccccc%12)(c%13c%10cccc%13)c%14ccccc%14)cccc%11)cc9)n2)=CC=CC=C1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00053
35a,Cc1nc(c2ccc(N3c4c(C5(c6c3cccc6)c7c(c8c5cccc8)cccc7)cccc4)cc2)cc(c9ccc(N%10c%11c(C%12(c%13c%10cccc%13)c%14c(c%15c%12cccc%15)cccc%14)cccc%11)cc9)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00054
35b,C1(c2nc(c3ccc(N4c5c(C6(c7c4cccc7)c8c(c9c6cccc9)cccc8)cccc5)cc3)cc(c%10ccc(N%11c%12c(C%13(c%14c%11cccc%14)c%15c(c%16c%13cccc%16)cccc%15)cccc%12)cc%10)n2)=CC=CC=C1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00055
35c,c1(c2ccc(N3c4c(C5(c6c3cccc6)c7c(c8c5cccc8)cccc7)cccc4)cc2)cc(c9ccc(N%10c%11c(C%12(c%13c%10cccc%13)c%14c(c%15c%12cccc%15)cccc%14)cccc%11)cc9)ncn1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00056
36,c1(C2=NC(c3ccccc3)=NC(c4ccc(N5c6c(C7(c8c(N(c9c7cccc9)c%10ccc(C%11=NC(c%12ccccc%12)=NC(c%13ccccc%13)=C%11)cc%10)cccc8)c%14c5cccc%14)cccc6)cc4)=C2)ccccc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00057
37a,CCCc1nc(c2ccccc2)nc(c3ccc(N4C(C(C(C=CC=C5)=C5N6C7=CC=CC=C7)=C6C=C8)=C8C(C)(C)C9=C4C=CC=C9)cc3)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00058
37b,CCCc1nc(c2ccccc2)nc(c3ccc(N4C(C(N(C5=CC=CC=C5)C6C7C=CC=C6)=C7C=C8)=C8C(C)(C)C9=C4C=CC=C9)cc3)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00059
37c,CCCc1nc(c2ccccc2)nc(c3ccc(N4C(C=C(N(C5=CC=CC=C5)C6=C7C=CC=C6)C7=C8)=C8C(C)(C)C9=C4C=CC=C9)cc3)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00060
10b,O=C(OCc1ccc(c2ccc(c3nc(c4ccc(N5C6=C(OC7=C5C=CC=C7)C=CC=C6)cc4)cc(c8ccc(N9C%10=C(OC%11=C9C=CC=C%11)C=CC=C%10)cc8)n3)cc2)cc1)C=C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00061
10c,O=C(OCc1ccc(c2ccc(c3nc(c4ccc(N5C6=C(SC7=C5C=CC=C7)C=CC=C6)cc4)cc(c8ccc(N9C%10=C(SC%11=C9C=CC=C%11)C=CC=C%10)cc8)n3)cc2)cc1)C=C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00062
40,c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2cnc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00063
41a,c1(N2c3c(Oc4ccccc42)cccc3)ccc(c5ncnc(c6ccc(N7c8c(Oc9c7cccc9)cccc8)cc6)c5)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00064
41b,Cc1nc(c2ccc(N3c4c(Oc5c3cccc5)cccc4)cc2)cc(c6ccc(N7c8c(Oc9c7cccc9)cccc8)cc6)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00065
41c,c1(N2c3c(Oc4c2cccc4)cccc3)ccc(c5nc(C6=CC=CC=C6)nc(c7ccc(N8c9c(Oc%10c8cccc%10)cccc9)cc7)c5)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00066
41d,c1(N2c3c(Oc4c2cccc4)cccc3)ccc(c5nc(C6=CC=C(C7=NC=CC=C7)C=C6)nc(c8ccc(N9c%10c(Oc%11c9cccc%11)cccc%10)cc8)c5)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00067
41e,c1(N2c3c(Oc4c2cccc4)cccc3)ccc(c5nc(C6=NC(C7=CC=CC=C7)=NC(C8=CC=CC=C8)=N6)nc(c9ccc(N%10c%11c(Oc%12c%10cccc%12)cccc%11)cc9)c5)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00068
41f,Cc1c(c2ncnc(c3c(C)cc(N4c5c(Oc6c4cccc6)cccc5)cc3)c2)ccc(N7c8c(Oc9c7cccc9)cccc8)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00069
41g,Cc1c(N2c3c(Oc4c2cccc4)cccc3)ccc(c5ncnc(c6ccc(N7c8c(Oc9c7cccc9)cccc8)c(C)c6)c5)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00070
41h,Cc1cc(c2cc(c3cc(C)c(N4c5ccccc5Oc6ccccc64)cc3C)ncn2)c(C)cc1N7c8ccccc8Oc9ccccc97,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00071
42a,Cc1c(c2ncnc(c3c(C)cc(N4c5c(Sc6c4cccc6)cccc5)cc3)c2)ccc(N7c8c(Sc9c7cccc9)cccc8)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00072
42b,Cc1c(c2nc(Cl)nc(c3c(C)cc(N4c5c(Sc6c4cccc6)cccc5)cc3)c2)ccc(N7c8c(Sc9c7cccc9)cccc8)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00073
42c,Cc1c(N2c3c(Sc4c2cccc4)cccc3)cc(C)c(c5ncnc(c6c(C)cc(N7c8c(Sc9c7cccc9)cccc8)c(C)c6)c5)c1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00074
43a,CC(C)(c1cc2c(cc(C(C)(C)C)cc3)c3n(c4ncc(n(c5c6cc(C(C)(C)C)cc5)c7c6cc(C(C)(C)C)cc7)nc4)c2cc1)C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00075
43b,CC(C)(c1cc2c(cc(C(C)(C)C)cc3)c3n(c4ncc(c5ncc(n(c6c7cc(C(C)(C)C)cc6)c8c7cc(C(C)(C)C)cc8)nc5)nc4)c2cc1)C,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00076
44a,CC(C)(C)c1cc2c(cc(C(C)(C)C)cc3)c3n(c4c(c5c(C#N)nccn5)cccc4)c2cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00077
44b,CC(C)(C)c1cc2c(cc(C(C)(C)C)cc3)c3n(c4c(c5c(C#N)nccn5)cc(N6C7=C(C=C(C(C)(C)C)C=C7)C8=C6C=CC(C(C)(C)C)=C8)cc4)c2cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00078
45a,N#Cc1c(n(c2c3cccc2)c4c3cccc4)nc(n(c5c6cccc5)c7c6cccc7)c(C#N)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00079
45b,N#Cc1c(n(c2c3cccc2)c4c3cccc4)nc(n(c5c6cccc5)c7c6cccc7)c(n(c8c9cccc8)c%10c9cccc%10)n1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00080
45c,c1(nc(n(c2c3cccc2)c4c3cccc4)c(n(c5c6cccc5)c7c6cccc7)nc1n(c8c9cccc8)c%10c9cccc%10)n(c%11c%12cccc%11)c%13c%12cccc%13,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00081
46,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cnc(S(=O)(=O)c2cnc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cn2)cn1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00082
47,N#Cc1nc(-c2ccccc2)c(-c2ccc(N(c3ccccc3)c3ccc(-c4nc(C#N)c(C#N)nc4-c4ccccc4)cc3)cc2)nc1C#N,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00083
48a,CC(c1ccccc12)(C)c3ccccc3N2c4ccc(c5nc(c6ccc(N7c8ccccc8C(C)(C)c9ccccc97)cc6)cnc5)cc4,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00084
48b,c1(c2nc(c3ccc(N4c5ccccc5Oc6ccccc64)cc3)cnc2)ccc(N7c8ccccc8Oc9ccccc97)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00085
49b,Cc1nnc(c2cc(N(c3c4cccc3)c5c(C4(C)C)cccc5)cc(N(c6c(C7(C)C)cccc6)c8c7cccc8)c2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00086
49c,Cc1nnc(c2cc(N(c3c4cccc3)c5c(O4)cccc5)cc(N(c6c(O7)cccc6)c8c7cccc8)c2)cc1,Achelle_等_-_2022_-_Diazine-based_thermally_activat,,,,,,,,,,,,,,,,,TADF-M-00087
MCz-BOBO,Cc1cc2c(cc(C)cc3C)c3n(c4cc(Oc5c(B6c7c(C(C)C)cc(C(C)C)cc7C(C)C)cc(B(c8c(O9)cccc8)c%10c(C(C)C)cc(C(C)C)cc%10C(C)C)c9c5)c6cc4)c2c(C)c1,Agou_等_-_2020_-_Pentacyclic_Ladder-Heteraborin_Emi,,,,,,,,,,,,,,,,,TADF-M-00088
